Country/Region,Material Class,Material Type,Process,Source,Process Description,Detailed Explanation,Assumed Product Weight (kg),AI Rationale for the selection of the source/EF,Rationale for Assumed Product Weight,Source / Reference,EF (kgCO2) per 1 kg,Calculation Summary,Calculated Energy per kg (kWh/kg),Notes,Source,Ai Rationale for the selection,,,
Europe,Glass,Acid-Etched Glass,Whole process,EPD,Whole process of manufacturing Insulated glass is considered,"Mnafacturing process of Insulated glass, in conformity with the standard of BS EN 1279:2018 - Insulated sealed glass units.(A4-A5)",57.0000,,Total material weight of the product,S-P 00931 Etched glass 15092016 - 15092021.pdf,0.5750,"📊 A3 CO₂e Derivation Table (Per 1 kg of Acid-Etched Glass)
Step	Parameter	Value	Notes / Source
1	GWP (A1–A3) per m²	12.3 kg CO₂e	EPD, page 7
2	A3 Share Assumption	35%	Based on European float glass norms (30–40% typical range)
3	A3 GWP per m²	12.3 × 0.35 = 4.31 kg CO₂e	Estimated manufacturing phase emissions
4	Glass Thickness	3 mm = 0.003 m	Given
5	Density of Soda-Lime Glass	2,500 kg/m³	Industry standard
6	Mass per m²	2,500 × 0.003 = 7.5 kg/m²	Volume × density
7	A3 GWP per kg	4.31 ÷ 7.5 = 0.575 kg CO₂e/kg	Conversion from m² to kg",,Expired in 2021. Still reerred as this is a reliable source.,"EPD (The International EPD)
","Suitability Assessment for A3-Only Environmental Impacts of Acid-Etched Glass
Dataset evaluated: SGG SATINOVO® MATE (acid-etched glass), EPD by Saint-Gobain

✅ Assessment Outcome: Direct Match",,,
Europe,Glass,Smart Glass,Whole process,EPD,Whole process of manufacturing Insulated glass is considered,"Mnafacturing process of Insulated glass, in conformity with the standard of BS EN 1279:2018 - Insulated sealed glass units.(A4-A5)",57.0000,,Total material weight of the product,4790034756.101.1 VIEW SMART GLASS 01102021-01102026.pdf,7.0988,230/32.4,,A3 stage of EU (geographical region) is cosidered,"EPD (The International EPD)
","
✅  Direct Match

The dataset titled ""4790034756.101.1 VIEW SMART GLASS 01102021-01102026"" is a suitable and direct match for representing A3-only cradle-to-gate environmental impacts for Smart Glass. Here's why:

✅ Justification for Direct Match",,,
Global,Glass,Insulated Glass Units (IGUs),Whole process,EPD,Whole process of manufacturing Insulated glass is considered,"Mnafacturing process of Insulated glass, in conformity with the standard of BS EN 1279:2018 - Insulated sealed glass units.(A4-A5)",57.0000,,Total material weight of the product,EPD-IES-0024586 For AIS Insulated Glass Unit (IGU) 18062025 - 17062030.pdf,0.1130,"📊 A3 CO₂e Derivation Table (Per 1 kg of IGU)
Step	Parameter	Value	Source / Notes
1	A3 GWP (per m² of IGU)	3.7 kg CO₂e	Reported in EPD, Life Cycle Stage Table
2	Declared Unit Mass (per m²)	32.80 kg	Page 13 of EPD
3	A3 GWP per kg	3.7 ÷ 32.8 = 0.1128 kg CO₂e/kg	A3 emissions normalized per kg of product

✅ Final Result
A3 CO₂e per kg of IGU = 0.113 kg CO₂e/kg
(Rounded to 3 decimal places for reporting accuracy)",,"MJ to kWh conversion is Performed and per kg kWh value is derieved
 Non-renewable energy considered in this exercise","EPD (The International EPD)
","✅  Direct Match

The secondary dataset—Environmental Product Declaration (EPD) for AIS Insulated Glass Unit (IGU) from Asahi India Glass Ltd.—is suitable as a direct match for representing A3-only cradle-to-gate environmental impacts for the material class and type: [Glass AND Insulated Glass Units (IGUs)].

✅ Justification for Direct Match",,,
Brazil,Glass,Colored Glass,Whole process,EPD,Whole process of manufacturing Insulated glass is considered,"Mnafacturing process of Insulated glass, in conformity with the standard of BS EN 1279:2018 - Insulated sealed glass units.(A4-A5)",57.0000,,Total material weight of the product,S-P-06326 clear and colored flat glass 20092022 - 20092027.pdf,0.0630,"Life Cycle Stage	GWP-GHG (kg CO₂e per m²)
A1	6.53
A2	0.68
A3	0.63
A1–A3 Total	7.84

✅ So yes, you are correct:

A1–A3 total = 7.84 kg CO₂e/m², not 6.3.

📘 Step 2: Declared Unit Mass
As established from page 13:

Declared unit: 1 m² of 4 mm thick tinted float glass

Mass:

1
 
m
2
×
0.004
 
m
×
2500
 
kg/m
3
=
10
 
𝑘
𝑔
1m 
2
 ×0.004m×2500kg/m 
3
 =10kg
📘 Step 3: Derive A3 GWP per kg
From A3 stage:
GWP = 0.63 kg CO₂e per 10 kg of glass

GWP
𝐴
3
,
per kg
=
0.63
10
=
0.063
 
kg CO₂e/kg
GWP 
A3,per kg
​
 = 
10
0.63
​
 =0.063kg CO₂e/kg
✅ Final Result (Corrected):
The A3-only GWP for AIS tinted (colored) float glass is 0.063 kg CO₂e per 1 kg of glass produced.

Thanks for catching that discrepancy — your attention to detail is spot on. Let me know if you'd like to compare this with other float glass types.",,,"EPD (The International EPD)
","Based on the review of the Environmental Product Declaration (EPD) for Flat Glass (Clear and Colored), 3–19 mm, the dataset is assessed as follows for suitability in representing A3-only cradle-to-gate environmental impacts for the material class and type: [Glass AND Colored glass]:

✅ Assessment: Direct Match",,,
Turkey,Glass,Mirrored Glass,Whole process,EPD,Whole process of manufacturing Insulated glass is considered,"Mnafacturing process of Insulated glass, in conformity with the standard of BS EN 1279:2018 - Insulated sealed glass units.(A4-A5)",57.0000,,Total material weight of the product,S-P-04814 mirror glass Flotal E 01102022 - 30092027.pdf,0.6520,"Although the EPD does not directly separate A3 from A1 and A2, we can reasonably approximate A3 share using industry knowledge and process descriptions:

Stage	Indicative % Contribution (based on typical glass mirror LCA and matching EPD descriptions)
A1 (materials)	~40–45%
A2 (transport)	~5%
A3 (manufacturing, energy-intensive processes)	~50–55%

We will conservatively assume A3 = 55% of total A1–A3 GHG.

✅ Step 2: Calculate A3 CO₂e per 1 m²
A3 CO₂e per m²
=
55
%
×
11.4
 kg CO₂e
=
6.27
 kg CO₂e
A3 CO₂e per m²=55%×11.4 kg CO₂e=6.27 kg CO₂e
✅ Step 3: Convert per m² to per kg
Weight of 1 m² mirror glass = 9.62 kg

A3 CO₂e per kg
=
6.27
9.62
=
0.652
 
𝑘
𝑔
 
𝐶
𝑂
2
𝑒
 
𝑝
𝑒
𝑟
 
𝑘
𝑔
A3 CO₂e per kg= 
9.62
6.27
​
 =0.652 kg CO 
2
​
 e per kg
✅ Final Result:
A3 stage GHG emissions = ~0.652 kg CO₂e per kg of mirror glass
(Based on EPD S-P-04814, applying a 55% allocation to A3 within A1–A3 total impact.)",,1 m2 of Sisecam Mirror with 9.62 kg/m,"EPD (The International EPD)
","Based on a detailed review of the uploaded Environmental Product Declaration (EPD) for Sisecam Mirror Glass (Flotal E), the dataset is assessed as:

✅ Direct Match
✔️ Justification for Suitability
1. Material Match
The product is explicitly identified as mirror glass (Flotal E), produced using clear float glass and silver coating processes.

Raw material composition is 98–100% float glass with protective coatings and additives relevant to mirror finishing",,,
Global,Fabric,Polyester,"weaving of synthetic fibre, for industrial use",Ecoinvent V 3.11,This service models all inputs necessary to create a woven plastic bag of polypropylene.,"Inventory refers to the service of weaving a synthetic fibre. The dataset can be used with nylon, polypropylene and other types of thermoplastic fibres. The service should be used along with the raw material.",1,,,3.11-cutoff-20903.pdf,40.210,,,Ecoinvent,Ecoinvent V 3.11,"Made from PET (polyethylene terephthalate), a classic thermoplastic.",,,
Global,Fabric,Nylon,"weaving of synthetic fibre, for industrial use",Ecoinvent V 3.11,This service models all inputs necessary to create a woven plastic bag of polypropylene.,"Inventory refers to the service of weaving a synthetic fibre. The dataset can be used with nylon, polypropylene and other types of thermoplastic fibres. The service should be used along with the raw material.",1,,,3.11-cutoff-20903.pdf,40.210,,,Ecoinvent,Ecoinvent V 3.11,"Made from polyamide (e.g., PA6, PA66); melts and remolds.",,,
Global,Fabric,Nylon,"weaving of synthetic fibre, for industrial use",Ecoinvent V 3.11,This service models all inputs necessary to create a woven plastic bag of polypropylene.,"Inventory refers to the service of weaving a synthetic fibre. The dataset can be used with nylon, polypropylene and other types of thermoplastic fibres. The service should be used along with the raw material.",1,,,3.11-cutoff-20903.pdf,40.210,,,Ecoinvent,Ecoinvent V 3.11,"Made from polyamide (e.g., PA6, PA66); melts and remolds.",,,
Global,Fabric,Mesh (Polyester),"weaving of synthetic fibre, for industrial use",Ecoinvent V 3.11,This service models all inputs necessary to create a woven plastic bag of polypropylene.,"Inventory refers to the service of weaving a synthetic fibre. The dataset can be used with nylon, polypropylene and other types of thermoplastic fibres. The service should be used along with the raw material.",1,,,3.11-cutoff-20903.pdf,40.210,,,Ecoinvent,Ecoinvent V 3.11,"Just a structure; if polyester-based, it’s thermoplastic.",,,
,Fabric,Leather (Genuine),Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,"Clothing manufacturing related electricity consumption (Long side cutting, machine, Long side hemming
 machine, Sewing machine, Overlock machin)",1,,The source provided kWh/kg of garment manufacturing related energy,Journal Paper - Fabric - Electric energy consumption in the cotton textile processing stages 2010.pdf,Keep out of backend updates,0.065-0.195 midpoint,0.13,Mid point of the range of energy comusmed for the textile garment manufacturing is considered (0.065-0.195 kWh/kg),Per reviewed Joural Paper (Elesevier-Energy),,,,
China,Fabric,Leather (Genuine),Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.109,,,,,,,,
Vietnam,Fabric,Leather (Genuine),Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.082,,,,,,,,
Global,Fabric,Leather (Genuine),Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.088,,,,,,,,
Czech Republic,Fabric,Leather (Genuine),Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.086,,,,,,,,
France,Fabric,Leather (Genuine),Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.010,,,,,,,,
Netherlands,Fabric,Leather (Genuine),Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.057,,,,,,,,
Poland,Fabric,Leather (Genuine),Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.125,,,,,,,,
Spain,Fabric,Leather (Genuine),Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.026,,,,,,,,
Taiwan,Fabric,Leather (Genuine),Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.100,,,,,,,,
United States ,Fabric,Leather (Genuine),Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.063,,,,,,,,
India,Fabric,Leather (Genuine),Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.187,,,,,,,,
United Kingdom,Fabric,Leather (Genuine),Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.036,,,,,,,,
Global,Fabric,Faux Leather (PU),"weaving of synthetic fibre, for industrial use",Ecoinvent V 3.11,This service models all inputs necessary to create a woven plastic bag of polypropylene.,"Inventory refers to the service of weaving a synthetic fibre. The dataset can be used with nylon, polypropylene and other types of thermoplastic fibres. The service should be used along with the raw material.",1,,,3.11-cutoff-20903.pdf,40.210,,,Ecoinvent,Ecoinvent V 3.11,Polyurethane,"Used in synthetic leather, stretchable",,
Global,Fabric,Vinyl,"weaving of synthetic fibre, for industrial use",Ecoinvent V 3.11,This service models all inputs necessary to create a woven plastic bag of polypropylene.,"Inventory refers to the service of weaving a synthetic fibre. The dataset can be used with nylon, polypropylene and other types of thermoplastic fibres. The service should be used along with the raw material.",1,,,3.11-cutoff-20903.pdf,40.210,,,Ecoinvent,Ecoinvent V 3.11,Polyvinyl Chloride (PVC),"Used in coated fabrics, upholstery",,
Global,Fabric,Acrylic,"weaving of synthetic fibre, for industrial use",Ecoinvent V 3.11,This service models all inputs necessary to create a woven plastic bag of polypropylene.,"Inventory refers to the service of weaving a synthetic fibre. The dataset can be used with nylon, polypropylene and other types of thermoplastic fibres. The service should be used along with the raw material.",1,,,3.11-cutoff-20903.pdf,40.210,,,Ecoinvent,Ecoinvent V 3.11,Polyacrylonitrile (PAN),"Synthetic, wool-like, common in sweaters",,
,Fabric,Wool,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,"Clothing manufacturing related electricity consumption (Long side cutting, machine, Long side hemming
 machine, Sewing machine, Overlock machin)",1,,The source provided kWh/kg of garment manufacturing related energy,Journal Paper - Fabric - Electric energy consumption in the cotton textile processing stages 2010.pdf,Keep out of backend updates,0.065-0.195 midpoint,0.13,Mid point of the range of energy comusmed for the textile garment manufacturing is considered (0.065-0.195 kWh/kg),Per reviewed Joural Paper (Elesevier-Energy),,,,
China,Fabric,Wool,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.109,,,,,,,,
Vietnam,Fabric,Wool,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.082,,,,,,,,
Global,Fabric,Wool,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.088,,,,,,,,
Czech Republic,Fabric,Wool,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.086,,,,,,,,
France,Fabric,Wool,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.010,,,,,,,,
Netherlands,Fabric,Wool,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.057,,,,,,,,
Poland,Fabric,Wool,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.125,,,,,,,,
Spain,Fabric,Wool,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.026,,,,,,,,
Taiwan,Fabric,Wool,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.100,,,,,,,,
United States ,Fabric,Wool,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.063,,,,,,,,
India,Fabric,Wool,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.187,,,,,,,,
United Kingdom,Fabric,Wool,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.036,,,,,,,,
,Fabric,Cotton,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,"Clothing manufacturing related electricity consumption (Long side cutting, machine, Long side hemming
 machine, Sewing machine, Overlock machin)",1,,The source provided kWh/kg of garment manufacturing related energy,Journal Paper - Fabric - Electric energy consumption in the cotton textile processing stages 2010.pdf,Keep out of backend updates,0.065-0.195 midpoint,0.13,Mid point of the range of energy comusmed for the textile garment manufacturing is considered (0.065-0.195 kWh/kg),Per reviewed Joural Paper (Elesevier-Energy),,,,
China,Fabric,Cotton,Whole process,Per reviewed Joural Paper (Elesevier-Energy),cotton textile processing stages,,,,,,0.109,,,,,,,,
